team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2023,TOR,TOR,Team Level,4on5,82,0.13,0.12,0.15,22337,64.48,6.6,3.39,10.21,2.12,20.79,42.88,6.46,6.6,6.46,66,20,8,94,5,2,0,3,0,17,59,61,81,13,27,184,94,57,43,62,15,9,1.7,2.14,2.77,3,1,1,94,86,86,39,0.78,0.54,0.54,6.85,6.85,6.7,364.85,46.05,31.23,79.85,12.23,218.72,115.92,43.95,46.05,43.95,354,150,176,680,50,34,4,78,3,202,137,304,454,16,35,218,43,28,45,354,92,58,8.84,10.73,26.47,6,13,31,680,504,504,4,8.24,8.13,8.01,46.28,46.28,44.69
TOR,2023,TOR,TOR,Team Level,5on4,82,0.88,0.85,0.83,21575,377.51,53.74,34.07,82.35,12.42,213.52,110.91,49.34,53.74,49.34,364,143,189,696,52,42,4,62,1,205,145,312,455,16,35,230,30,18,43,324,113,70,9.09,13.51,31.14,10,16,26,696,507,507,3,8.86,11.44,11.44,51.15,51.15,48.12,79.21,7.31,4.11,12.36,2.49,25.32,52.42,7.2,7.31,7.2,76,28,17,121,7,6,0,7,0,23,61,69,97,12,29,177,88,61,33,73,18,13,1.99,2.09,3.24,1,4,2,121,104,104,27,0.92,1.35,1.35,6.89,6.89,6.84
ARI,2023,ARI,ARI,Team Level,other,82,0.46,0.46,0.47,11160,145.22,34.33,9.8,25.55,4.6,75.49,48.22,32.2,34.33,32.2,135,63,59,257,24,13,3,16,0,82,63,111,174,10,18,97,50,25,21,105,42,51,3.45,5.33,25.54,5,1,18,257,198,198,5,2.76,4.4,4.4,32.7,32.7,31.2,163.42,40.79,11.33,28.66,5.65,88.08,50.49,37.43,40.79,37.43,152,73,73,298,40,12,2,28,0,85,60,112,185,7,14,145,31,13,14,113,52,60,4.44,6.31,30.04,6,8,26,298,225,225,8,3.45,3.42,3.26,40.97,40.97,38.24
ARI,2023,ARI,ARI,Team Level,all,82,0.48,0.48,0.47,297842,2450.11,248.07,167.77,584.96,82.06,1326.72,959.43,237.38,247.68,237.03,2275,1094,1281,4650,254,254,28,464,9,1181,1207,2021,3115,329,754,2113,1848,474,669,2492,584,293,70.97,72.86,104.25,89,79,86,4628.24,3369,3353.85,336,37.16,48.72,48.81,236.43,236.2,229.96,2739.13,273.42,187.9,660.8,94.19,1488.64,1081.06,257.56,275,259.13,2600,1186,1344,5130,274,265,30,562,9,1302,1374,2326,3512,319,733,2574,2009,538,629,2812,666,308,80.73,81.53,111.17,109,76,89,5174.24,3786,3822.23,305,42.27,54.14,54.14,261.56,262.86,252.98
ARI,2023,ARI,ARI,Team Level,5on5,82,0.48,0.49,0.48,239325,1925.32,162.66,127.03,484.3,65.34,1041.26,769.41,156.69,162.26,156.34,1773,877,1074,3724,172,214,23,393,6,904,961,1601,2478,296,682,1638,1698,399,579,2028,444,178,57.35,55.69,49.62,77,62,33,3702.24,2650,2634.85,310,26.41,39.39,39.92,149.14,148.91,146.26,2086.59,173.26,135.14,529.79,71.52,1124.22,849.06,166.49,174.84,168.06,1970,913,1067,3950,172,203,22,435,8,980,1085,1798,2711,288,660,1948,1869,467,538,2221,489,173,63.55,60.04,49.69,89,52,31,3994.24,2883,2919.23,278,28.07,40.77,40.83,160.5,161.79,159.06
ARI,2023,ARI,ARI,Team Level,4on5,82,0.08,0.11,0.12,24363,58.06,4.91,3.1,9.15,1.96,19.88,41,4.9,4.91,4.9,61,19,13,93,7,0,0,2,0,15,56,54,73,12,29,194,74,40,16,60,14,6,1.39,2,1.52,2,2,3,93,80,80,15,0.71,0,0,5.62,5.62,5.62,425.43,54.24,38.38,92.64,14.99,255.16,135.6,48.55,54.24,48.55,408,183,195,786,55,47,6,92,1,227,169,353,536,14,36,270,31,10,57,410,110,71,10.64,13.3,30.3,11,13,31,786,591,591,3,10.07,9.45,9.55,54.76,54.76,50.35
ARI,2023,ARI,ARI,Team Level,5on4,82,0.9,0.86,0.84,22994,321.5,46.17,27.83,65.95,10.16,190.09,100.8,43.58,46.17,43.58,306,135,135,576,51,27,2,53,3,180,127,255,390,11,25,184,26,10,53,299,84,58,8.77,9.83,27.57,5,14,32,576,441,441,6,7.28,4.94,4.49,48.96,48.96,46.88,63.69,5.12,3.05,9.7,2.03,21.18,45.91,5.09,5.12,5.09,70,17,9,96,7,3,0,7,0,10,60,63,80,10,23,211,78,48,20,68,15,4,2.09,1.89,1.15,3,3,1,96,87,87,16,0.7,0.49,0.49,5.33,5.33,5.31
BOS,2023,BOS,BOS,Team Level,other,82,0.49,0.46,0.46,12066,163.05,33.03,11.01,30.58,5.68,79.87,59.83,31.4,33.03,31.4,174,46,72,292,32,13,1,31,3,68,73,142,188,10,25,176,56,34,37,112,64,44,4.36,8.11,20.56,6,10,16,292,220,220,15,3.06,4.27,3.64,32.45,32.45,31.22,193.36,34.55,15.04,38.45,6.96,106.29,61.7,32.11,34.55,32.11,177,86,77,340,40,25,7,32,3,84,79,137,223,10,21,149,47,27,28,147,67,49,5.82,7.95,20.79,7,10,23,340,263,263,11,4.33,7.17,7.17,31.71,31.71,30.43
BOS,2023,BOS,BOS,Team Level,all,82,0.5,0.47,0.48,300161,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399,984,1227,4610,263,264,35,430,14,1173,1239,2136,3120,320,708,2298,2257,516,698,2397,681,305,69.24,85.55,101.18,79,93,91,4684.95,3383,3430.48,314,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505,1174,1418,5097,221,265,44,582,19,1332,1260,2284,3458,294,652,2344,2381,659,688,2753,624,302,76.87,78.65,97.75,68,65,88,5026.36,3679,3638.8,306,40.8,56.94,56.94,237.13,235.84,229.53
BOS,2023,BOS,BOS,Team Level,5on5,82,0.5,0.47,0.48,240700,1881.67,168.42,125.62,459.71,63.73,1007.91,754.61,161.85,171.01,164.28,1797,783,980,3560,176,211,31,328,10,880,975,1621,2404,275,612,1710,2066,410,564,1910,481,189,54.71,60.39,53.32,69,63,44,3634.95,2580,2627.48,273,26.12,45.38,45.38,149.17,151.22,149,2073.88,168.84,131.48,533.73,70.82,1109.41,836.71,162.06,167.44,160.72,1921,930,1158,4009,135,198,29,471,15,1046,986,1786,2716,258,572,1783,2212,548,561,2215,459,177,61.07,58.59,49.18,56,44,35,3938.36,2851,2810.8,260,27.35,39.5,40.04,156.15,154.86,151.9
BOS,2023,BOS,BOS,Team Level,4on5,82,0.15,0.14,0.17,24604,69.94,7.34,3.72,10.65,2.19,22.35,46.75,7.26,7.34,7.26,73,20,12,105,6,1,0,9,0,15,62,67,87,19,39,195,105,58,29,67,16,10,2.07,2.21,3.06,1,2,3,105,93,93,21,0.86,0.1,0.1,8.1,8.1,8.01,345,41.61,31.76,73.88,11.82,202.07,108.85,39.04,41.61,39.04,329,141,174,644,41,37,8,73,0,180,139,288,429,20,45,238,35,22,75,330,79,61,8.28,9.7,23.63,5,8,28,644,470,470,12,8.23,8.59,8.05,41.8,41.8,39.8
BOS,2023,BOS,BOS,Team Level,5on4,82,0.85,0.86,0.84,22791,361.08,47.18,34.22,75.95,12.11,212.26,108.28,44,47.18,44,355,135,163,653,49,39,3,62,1,210,129,306,441,16,32,217,30,14,68,308,120,62,8.1,14.84,24.25,3,18,28,653,490,490,5,8.9,8.03,8.66,47.43,47.43,45.38,73.43,8.26,3.86,10.48,2.16,21.94,48.3,7.99,8.26,7.99,78,17,9,104,5,5,0,6,1,22,56,73,90,6,14,174,87,62,24,61,19,15,1.7,2.41,4.15,0,3,2,104,95,95,23,0.9,1.68,1.68,7.47,7.47,7.4
EDM,2023,EDM,EDM,Team Level,other,82,0.55,0.53,0.54,10114,162.3,36.77,12.24,28.5,5.4,84.69,50.41,33.72,36.77,33.72,152,66,66,284,32,15,3,25,2,70,74,120,186,6,15,122,27,32,26,97,68,53,4.01,8.07,24.7,4,9,19,284,218,218,12,3.62,5.5,5.5,34.89,34.89,32.84,139.29,29.75,9.64,25.64,4.63,70.89,48.46,27.06,29.75,27.06,145,44,61,250,28,12,0,16,2,68,63,117,161,11,23,125,31,15,32,99,49,41,4.03,5.98,19.73,6,3,19,250,189,189,21,2.78,3.7,3.7,28.83,28.83,26.64
EDM,2023,EDM,EDM,Team Level,all,82,0.57,0.55,0.55,298146,2891.26,310.61,201.69,672.2,95.93,1511.5,1128.06,294.39,311.53,295.31,2768,1152,1455,5375,292,311,36,534,7,1441,1335,2476,3628,306,682,2514,1871,707,807,2727,817,376,81.48,102.54,126.59,85,120,87,5415.03,3920,3942.79,442,45.06,71.14,71.18,284.49,285.56,276.64,2381.68,230.52,157.77,576.11,80.2,1283.97,937.5,220.03,230.84,220.34,2307,960,1194,4461,236,216,29,475,13,1143,1184,2071,3031,279,625,2209,2169,670,737,2403,621,243,70.93,75.62,83.97,84,82,70,4448.63,3267,3266.37,421,34.95,47.11,47.22,218.24,218.6,212.43
EDM,2023,EDM,EDM,Team Level,5on5,82,0.58,0.55,0.55,243348,2291.62,217.14,151.92,559.8,76.23,1191.97,913.93,207.56,218.07,208.47,2194,917,1208,4319,194,251,28,441,4,1164,1057,2000,2917,267,601,1982,1753,586,692,2235,632,244,66.78,80.13,70.23,69,93,32,4359.03,3111,3133.79,391,31.74,55.58,55.62,193.27,194.33,190.14,1866.73,156.17,118.69,472.23,63,1000,748.97,150.93,156.49,151.23,1786,774,949,3509,153,175,22,388,11,893,940,1633,2407,240,546,1675,2029,567,620,1943,467,150,57.02,57.24,41.91,61,64,28,3496.63,2560,2559.37,370,24.63,34.74,34.87,145.93,146.29,143.71
EDM,2023,EDM,EDM,Team Level,4on5,82,0.17,0.17,0.19,23958,80.55,8.13,4.16,11.95,2.49,24.83,54.44,7.98,8.13,7.98,77,29,20,126,6,5,0,3,0,21,71,71,100,8,16,197,72,61,41,71,25,10,2.19,3.21,2.72,0,4,2,126,106,106,37,0.94,0.96,0.96,8.1,8.1,8.03,325.74,40.49,27.26,70.32,11.01,197.74,105.17,37.99,40.49,37.99,327,125,176,628,51,27,7,65,0,172,137,276,401,16,32,236,36,25,57,308,98,46,8.29,11.45,20.75,15,14,22,628,452,452,5,7.02,8.25,8.23,39.28,39.28,37.89
EDM,2023,EDM,EDM,Team Level,5on4,82,0.92,0.9,0.88,20726,356.79,48.56,33.38,71.96,11.81,210.01,109.28,45.14,48.56,45.14,345,140,161,646,60,40,5,65,1,186,133,285,425,25,50,213,19,28,48,324,92,69,8.5,11.13,28.93,12,14,34,646,485,485,2,8.76,9.1,9.1,48.23,48.23,45.62,49.93,4.12,2.18,7.91,1.55,15.34,34.9,4.06,4.12,4.06,49,17,8,74,4,2,0,6,0,10,44,45,62,12,24,173,73,63,28,53,7,6,1.59,0.94,1.59,2,1,1,74,66,66,25,0.51,0.42,0.42,4.2,4.2,4.19
FLA,2023,FLA,FLA,Team Level,other,82,0.59,0.56,0.57,13119,200.1,43.38,13.89,37.46,6.84,104.69,66.74,40.06,43.38,40.06,189,84,97,370,44,20,4,28,1,105,75,145,229,15,28,158,58,33,25,160,48,65,6.53,6.67,30.17,6,9,29,370,273,273,12,3.88,4.43,4.43,42.83,42.83,39.72,150.7,30.02,10.9,29.85,5.69,79.75,52.78,27.33,30.02,27.33,144,65,82,291,28,19,2,16,0,80,66,116,181,8,16,145,40,37,25,117,44,48,4.37,5.22,20.43,5,5,18,291,209,209,8,3.15,5.32,5.32,27.86,27.86,26.09
FLA,2023,FLA,FLA,Team Level,all,82,0.57,0.56,0.55,298230,2881.69,304.96,197.85,692.9,97.55,1547.2,1113.55,281.47,306.77,283.17,2766,1188,1670,5624,265,317,38,586,11,1462,1313,2501,3689,389,856,2426,2341,564,681,2928,665,361,81.63,83.92,139.4,86,85,94,5681.89,3954,3991.4,367,44.85,68.39,68.39,281.41,282.83,266.38,2370.99,230.76,159.44,578.28,82.07,1276.74,945.72,219.96,229.72,219,2280,993,1126,4399,198,249,31,448,7,1140,1231,2082,3075,360,810,2306,2198,462,754,2414,579,280,66.43,71.3,93.03,62,56,80,4351.8,3273,3245.7,393,35.76,52.98,53.08,213.44,212.73,206.61
FLA,2023,FLA,FLA,Team Level,5on5,82,0.54,0.56,0.54,231763,2100.56,171.44,135.58,538.65,71.95,1139.12,841.25,163.65,173.26,165.35,2022,876,1319,4217,155,230,25,463,10,1068,972,1867,2743,341,759,1802,2120,441,556,2249,481,168,61.94,60.8,48.71,72,60,23,4274.89,2898,2935.4,311,28.14,46.7,46.7,152.88,154.3,151.06,1807.24,146.12,114.56,463.36,62.05,973.33,736.57,140.86,145.08,139.9,1703,793,861,3357,120,182,20,365,6,866,957,1583,2376,318,723,1726,2036,363,590,1924,418,154,51.63,51.93,42.57,51,41,28,3309.8,2496,2468.7,344,23.76,36.26,36.37,133.51,132.79,130.41
FLA,2023,FLA,FLA,Team Level,4on5,82,0.13,0.17,0.19,28153,83,6.92,3.94,12.75,2.56,26.68,58.15,6.8,6.92,6.8,85,26,24,135,7,4,0,4,0,16,80,78,104,14,28,208,134,77,41,86,14,11,2.15,1.75,3.02,2,2,3,135,111,111,35,0.91,0.87,0.87,6.96,6.96,6.92,346.36,48.35,30.18,75.18,12.02,201.35,108.95,45.55,48.35,45.55,360,116,176,652,43,46,9,63,1,173,150,317,433,24,48,239,39,17,101,305,105,66,8.77,12.55,27.02,3,8,32,652,476,476,5,7.99,11.15,11.14,45.2,45.2,43.29
FLA,2023,FLA,FLA,Team Level,5on4,82,0.93,0.9,0.88,25195,498.02,83.21,44.44,104.04,16.2,276.72,147.41,70.97,83.21,70.97,470,202,230,902,59,63,9,91,0,273,186,411,613,19,41,258,29,13,59,433,122,117,11,14.69,57.5,6,14,39,902,672,672,9,11.92,16.39,16.39,78.75,78.75,68.69,66.69,6.27,3.81,9.9,2.31,22.31,47.42,6.21,6.27,6.21,73,19,7,99,7,2,0,4,0,21,58,66,85,10,23,196,83,45,38,68,12,12,1.67,1.59,3.01,3,2,2,99,92,92,36,0.87,0.26,0.26,6.88,6.88,6.82
SJS,2023,SJS,SJS,Team Level,other,82,0.37,0.41,0.4,10007,111.89,22.51,8.08,20.8,3.7,58.41,36.51,20.29,22.51,20.29,98,52,67,217,19,11,4,14,0,64,42,79,131,7,14,119,28,15,14,78,35,37,3.05,4.43,15.03,5,2,12,217,150,150,6,2.41,4.07,4.07,20.85,20.85,19.23,159.29,38.65,11.78,27.4,5.31,85.74,52.12,34.8,38.65,34.8,149,72,90,311,38,16,6,32,1,69,65,111,183,9,18,132,34,19,18,110,48,63,4.58,5.86,28.21,7,5,26,311,221,221,7,3.47,4.89,4.89,37.22,37.22,34.31
SJS,2023,SJS,SJS,Team Level,all,82,0.4,0.43,0.42,298209,2226.33,205.42,151.06,551.84,77.17,1211.14,878.4,196.33,203.12,194.09,2069,1006,1295,4370,180,241,20,416,3,1068,1167,1889,2895,297,668,2300,1873,544,451,2303,539,233,63.29,67.86,74.26,73,65,42,4283.67,3075,3031.56,254,33.39,46.37,46.37,192.44,190.52,185.09,3019.24,313.38,213.19,710.14,101.74,1669.67,1182.88,294.46,318.48,299.28,2881,1310,1635,5826,326,336,50,622,7,1528,1372,2555,3865,257,576,2391,1454,603,609,3058,765,368,91.35,94.05,127.98,124,108,94,5989.34,4191,4276.72,263,47.51,73.94,73.98,286.91,291.37,280.81
SJS,2023,SJS,SJS,Team Level,5on5,82,0.41,0.44,0.43,244637,1807.8,147.1,117.17,466.79,62.61,980.87,724.46,142.14,144.79,139.9,1686,813,1076,3575,119,198,12,355,3,860,964,1567,2380,267,608,1806,1793,462,393,1936,416,147,52.86,52.99,41.24,57,49,13,3488.67,2499,2455.56,227,24.29,36.28,36.34,135.05,133.14,130.71,2353.65,208.68,157.76,580.39,79.46,1296.46,948.25,198.69,213.78,203.53,2248,1023,1313,4584,226,267,33,498,6,1200,1074,2022,3045,231,524,1867,1360,523,530,2475,575,221,74,70.97,63.71,108,86,32,4747.34,3271,3356.72,237,32.79,56.15,56.19,185.27,189.74,185.78
SJS,2023,SJS,SJS,Team Level,4on5,82,0.06,0.08,0.1,23991,49.53,3.58,2.49,7.55,1.58,16.72,36.09,3.57,3.58,3.57,54,14,7,75,3,0,0,4,0,18,43,51,65,8,16,200,36,47,17,55,9,4,1.36,1.18,1.04,3,0,0,75,68,68,16,0.56,0,0,4.14,4.14,4.13,432.66,59.02,39.97,90.95,14.59,263.38,131.09,54.14,59.02,54.14,404,195,217,816,56,46,9,86,0,249,162,348,543,14,28,235,12,15,38,397,128,74,10.47,15.37,33.18,7,14,35,816,599,599,2,10.41,11.39,11.39,58.04,58.04,54.42
SJS,2023,SJS,SJS,Team Level,5on4,82,0.82,0.81,0.78,19574,257.11,32.24,23.31,56.69,9.28,155.14,81.34,30.32,32.24,30.32,231,127,145,503,39,32,4,43,0,126,118,192,319,15,30,175,16,20,27,234,79,45,6.02,9.26,16.95,8,14,17,503,358,358,5,6.12,6.03,5.96,32.4,32.4,31.02,73.63,7.04,3.66,11.41,2.38,24.1,51.41,6.83,7.04,6.83,80,20,15,115,6,7,2,6,0,10,71,74,94,3,6,157,48,46,23,76,14,10,2.29,1.86,2.89,2,3,1,115,100,100,17,0.84,1.51,1.51,6.38,6.38,6.28
DAL,2023,DAL,DAL,Team Level,other,82,0.58,0.5,0.49,9731,150.15,39.26,11.08,26.07,5.09,79.62,45.89,35.95,39.26,35.95,129,78,79,286,33,19,3,19,2,73,61,96,174,6,12,125,25,15,21,91,52,64,3.57,6.18,29.51,7,7,19,286,207,207,12,3.21,6.96,6.96,35.51,35.51,33.34,154.24,28.04,11.31,30.32,5.71,87.21,49.41,26.65,28.04,26.65,145,67,77,289,27,18,5,18,0,87,62,118,185,4,8,119,32,23,24,119,52,41,4.69,6.32,17.04,4,6,17,289,212,212,10,3.3,4.92,4.92,26.42,26.42,25.3
DAL,2023,DAL,DAL,Team Level,all,82,0.56,0.53,0.53,298927,2747.89,283.36,187.38,665.34,94.97,1490.41,1076.53,270.27,285.31,272.17,2588,1210,1503,5301,294,293,41,493,15,1349,1354,2294,3504,248,528,2617,1458,560,668,2761,719,318,81.83,88.81,112.73,110,88,96,5358.06,3798,3831.11,281,41.79,63.98,64.04,261.1,263.12,256.05,2489.5,226.51,161.85,607.91,83.12,1341.5,992.1,218.1,226.2,217.81,2350,1063,1327,4740,232,208,33,540,8,1160,1265,2118,3181,248,532,2228,2172,595,611,2567,606,240,70.13,75.25,81.13,79,85,68,4697.33,3413,3393.38,285,36.03,45.32,45.32,217.23,216.92,211.85
DAL,2023,DAL,DAL,Team Level,5on5,82,0.54,0.53,0.53,245647,2181.55,181.52,140.75,556,75.68,1189.77,884.28,174.68,183.48,176.58,2049,979,1238,4266,194,212,23,423,11,1094,1094,1855,2834,209,448,2089,1342,474,585,2324,536,168,69.36,66.59,45.59,96,63,35,4323.06,3028,3061.11,250,29.27,41.13,41.2,169.6,171.62,168.6,1950.98,153.17,118.55,502.11,65.07,1039.19,794.9,148.36,152.85,148.04,1813,860,1085,3758,161,163,21,448,5,889,1007,1652,2512,223,482,1738,2049,500,511,2085,437,151,55.16,54.89,43.11,65,65,31,3715.33,2673,2653.38,251,24.61,31.72,31.72,146.05,145.74,143.51
DAL,2023,DAL,DAL,Team Level,4on5,82,0.17,0.14,0.16,21736,66.64,8.32,3.37,9.2,1.91,19.4,42.79,8.15,8.32,8.15,70,15,14,99,10,6,1,1,0,13,55,60,75,11,22,177,65,56,16,51,21,13,1.59,2.98,3.76,1,5,4,99,85,85,14,0.78,1.55,1.55,7.55,7.55,7.46,321.15,40.3,28.88,66.13,10.41,194.96,102.32,38.15,40.3,38.15,323,120,154,597,40,26,7,70,3,167,137,283,403,11,22,204,31,14,57,300,99,44,8.6,11.87,19.82,8,12,20,597,443,443,10,7.41,8.53,8.53,39.17,39.17,37.52
DAL,2023,DAL,DAL,Team Level,5on4,82,0.92,0.87,0.85,21813,349.53,54.25,32.19,74.06,12.31,201.63,103.56,51.49,54.25,51.49,340,138,172,650,57,56,14,50,2,169,144,283,421,22,46,226,26,15,46,295,110,73,7.32,13.05,33.87,6,13,38,650,478,478,5,8.53,14.34,14.34,48.45,48.45,46.66,63.13,5.01,3.1,9.35,1.93,20.15,45.46,4.96,5.01,4.96,69,16,11,96,4,1,0,4,0,17,59,65,81,10,20,167,60,58,19,63,18,4,1.68,2.17,1.17,2,2,0,96,85,85,14,0.72,0.14,0.14,5.59,5.59,5.53
MTL,2023,MTL,MTL,Team Level,other,82,0.43,0.44,0.44,10150,152.17,26.03,10.97,28.92,5.14,79.44,53.5,24.89,26.03,24.89,140,64,59,263,23,15,1,19,1,71,75,117,181,12,22,146,30,27,25,108,59,37,4.74,7.21,14.08,5,5,13,263,204,204,17,3.07,4.44,4.44,24.66,24.66,24,191.22,34.44,13.37,36.5,6.25,101.2,68.25,32.62,34.44,32.62,188,72,75,335,45,19,3,30,1,90,75,143,215,14,28,118,34,33,21,155,56,49,6.01,6.59,21.84,11,13,21,335,260,260,11,3.86,6.8,7.23,31.07,31.07,30.3
MTL,2023,MTL,MTL,Team Level,all,82,0.45,0.45,0.45,300787,2380.73,229.11,161.76,578.35,80.37,1283.95,942.45,219.13,229.35,219.33,2269,1007,1257,4533,232,234,31,452,14,1159,1185,2037,3044,336,755,2332,1805,463,788,2404,613,259,69.63,76.16,83.33,89,75,68,4518.7,3276,3269.09,554,35.95,51.7,51.7,213.36,213.4,208.53,2854.09,280.77,199.95,689.51,96.64,1551.41,1112.72,266.35,281.61,267.2,2738,1193,1605,5536,281,311,36,578,13,1401,1347,2457,3650,312,706,2200,1791,592,854,2933,677,321,83.61,85.9,111.26,101,99,81,5562.88,3931,3950.57,610,44.72,67.85,67.99,257.49,258.35,251.48
MTL,2023,MTL,MTL,Team Level,5on5,82,0.47,0.46,0.46,241548,1854.52,157.87,118.51,473.04,62.79,990.28,751.51,151.5,158.11,151.7,1748,806,1032,3586,160,185,24,366,10,910,923,1588,2394,292,658,1753,1703,381,671,1940,453,161,54.72,56.27,46.88,72,60,28,3571.7,2554,2547.09,479,24.68,40.31,40.38,142.18,142.22,139.72,2152.03,181.55,140.45,549.15,73.6,1170.03,865.22,174.02,182.4,174.87,2037,943,1296,4276,166,225,22,473,12,1049,1055,1871,2814,261,595,1673,1653,487,726,2289,501,190,65.21,64.09,52.24,77,69,20,4302.88,2980,2999.57,537,29.15,44.51,44.72,165.98,166.83,163.57
MTL,2023,MTL,MTL,Team Level,4on5,82,0.08,0.09,0.11,25587,51.74,5.06,2.9,7.97,1.8,17.6,35.68,5.03,5.06,5.03,63,8,14,85,7,0,0,5,1,5,53,56,64,12,30,216,56,38,57,52,11,8,1.29,1.53,2.23,3,1,3,85,71,71,56,0.67,0,0,5.72,5.72,5.7,438.1,57.89,42.73,92.3,14.54,257.57,129.97,53.07,57.89,53.07,432,163,222,817,59,60,9,69,0,251,156,373,536,24,54,243,22,15,45,417,106,72,10.35,13.48,34.06,9,14,36,817,595,595,3,10.94,14.61,14.24,54.59,54.59,51.79
MTL,2023,MTL,MTL,Team Level,5on4,82,0.85,0.85,0.82,23502,322.31,40.15,29.38,68.43,10.65,196.63,101.76,37.7,40.15,37.7,318,129,152,599,42,34,6,62,2,173,134,276,405,20,45,217,16,17,35,304,90,53,8.87,11.15,20.13,9,9,24,599,447,447,2,7.54,6.96,6.89,40.8,40.8,39.11,72.74,6.88,3.39,11.56,2.27,22.63,49.28,6.64,6.88,6.64,81,15,12,108,11,7,2,6,0,11,61,70,85,13,29,166,82,57,62,72,14,10,2.04,1.73,3.12,4,3,4,108,96,96,59,0.78,1.92,1.8,5.86,5.86,5.82
VGK,2023,VGK,VGK,Team Level,other,82,0.5,0.51,0.5,8068,124.46,29.08,9.32,22.2,4.16,66.55,39.69,27.47,29.08,27.47,117,54,70,241,31,7,0,15,1,71,46,86,140,7,15,95,26,26,23,84,43,44,3.48,5.02,20.58,2,7,22,241,171,171,10,2.67,2.18,2.18,29.57,29.57,28.16,125.97,29.5,8.73,23.47,4.41,64.21,41.68,26.95,29.5,26.95,128,44,56,228,33,10,0,10,1,64,54,95,139,8,17,112,28,17,11,89,38,45,3.33,4.45,21.73,5,6,22,228,172,172,2,2.58,3.28,3.28,28.81,28.81,26.7
VGK,2023,VGK,VGK,Team Level,all,82,0.5,0.49,0.5,298515,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548,1002,1432,4982,263,266,32,518,6,1261,1236,2285,3287,237,529,2314,2020,690,565,2617,641,292,76.05,78.48,97.09,94,83,86,5023.75,3550,3577.38,265,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487,1129,1611,5227,243,263,30,487,6,1340,1277,2244,3373,275,597,2296,2135,616,562,2729,619,268,77.09,76.2,94.82,90,73,80,5219.78,3616,3616.81,282,39.29,53.61,53.64,233.77,233.83,226.27
